2940000 	 11080
4184250 	 12220
3031750 	 19962,28924,18730,3228
6874250 	 26754,11628,647
12215000 	 12352,7868
8040000 	 16406,7868,4078,18024,18805,18292,26464,5372,27791,29551,5429,9829,26341,2655,22914,25372
8845250 	 21979,12394,6092,25631,15446,26464,6550,4127
5780000 	 10058,262,5094,16529,19523,26308,8313,25830,16460
7699500 	 28410,11080,22280
11984750 	 20207,8689,25086
5491500 	 17405,14182,21110,20620,4443,20154,4162,20751
12154500 	 5470
4475750 	 15584,11612,13888,21796,21092,26267,21110,6539,16754,3627,25488,25372,14261,679,15934,17958,23103,24869
5642000 	 9985,11176,14318,12512
11313000 	 3228
6564500 	 11196
10492250 	 26728,7868,7754,19702,25260,4571,4499,20029,281,18730,11176,24015
5264500 	 5470,25372,14261,12394,21110,1642,12220,27625,11328,26420,14020,2822
1971500 	 8385,4479,7624,18712
5865750 	 28937,57
6694750 	 22393
1074750 	 27092
10234000 	 3324,25214
1966250 	 26722,11052,16110,2257
9706000 	 16476,19120,23260,3980
4215750 	 5912,28391,25309,22836,3937,18805,19514,15138,7354,4578,20180,18572,17195,3760,21914,14580,6908,911,23793,18730,4571,16854,20184,26618,12251,7561,14192,17920,2635,13645,12647,6670,13518,14145,19949,9848,2513
691500 	 12431,9563,29203,24984,2826,25733,27791,8724,23556,1903,20154,11018,7868,26523,12977,7843,5185,28952,4544,13819,7105,22533,21796,8689,15672,21672,12285,3228,11849,3507,9842,8643,26288
2033500 	 18611,20417,7473,20015
1911500 	 8689,3627,1047,16110
2921750 	 14182,29547
4770500 	 13554,12220,14020,9609
5024500 	 12394,16550,12220,3228
8096750 	 20918,26485
69500 	 5077,25346,21672,17641,17640,18805,19973,28230,14294,360,6007,28410,22947,18196,6596,24929,14020,17119,22280,2739,143,24486
7687500 	 290,22715,12394,23662,15116,2610,20803,682,5267
2920750 	 21862
892500 	 28985,23516,11670,7868,12243,29022,3627
2975500 	 21865,15934,7868
10628500 	 4078,796,21110,12994,11263,16986,14482,18436,21092
10773000 	 12352
5011500 	 29203,11022,10532,20484
1792000 	 12307,13390,23623,20979
11321750 	 6348,3775,17639,5661,17060,27060,2804,6284,23338,15645,24486,5515,20206,3228,3564,11793,13888,16110,2750
10592000 	 25372,5598,2257,4949,16429,12220,17846
1104500 	 21110
7886000 	 5267,1428,15446,1712
6247250 	 19615,10840,28626,16918,22736
5037000 	 679,26722,20648
2788750 	 29084,6918,2898,11679,27791,13274
3588500 	 20846,1831,23284,18024,16217
5108000 	 14261,14580,27371,14182,647,11687,27785,11080,28463,24486,2683,6148,10646,11793,18371,8689,16540
3952000 	 16550,28631,12220,13349
11701500 	 26679,17641,22052
776750 	 14777,22168,2257,24598,7080,16939,7061
10521000 	 9471,15761,25770,23076,26169,13779,10409,15874
2874500 	 14914,7910,6203,19422
154500 	 21110,12168
8529750 	 16609,15138
7892000 	 14194,9340,4354,5267
1531250 	 25260,2963,3719,4676,6092,24180,21110,23338,21146,12216,26523
7218000 	 15584,12220
11730000 	 23656
2253250 	 11196,28189,21067,11080,18575,16722,23525,18730,1591,26288,155,11328,14153,11652
5742000 	 170
9069000 	 11573,21110,8689,28391,2257,7868
8940500 	 14261,16463,3720
7034000 	 10014,23103,27791,29203
6234000 	 3555
9173750 	 11196,13020,16406
1622500 	 24831,15584,8662,25086,451
9513250 	 15584,15116,14182,647,1008,22319,11452,3759,16420,16199,26394
3520000 	 7976,12586,27791,14020,21121,6918,6498,5791,18353
3913250 	 10136,15159
5034000 	 12220
10653250 	 23857,3828,23096,24034,2574
10443000 	 4571,12271,24969,28985,28951,21110,2042,2373,1222,29099,13779,8719,27135,17372,25488
8195000 	 3034,1758
65500 	 2999,15639,20180,28463,29099,14623,15018,18736
5139250 	 21067,11793
11169500 	 993,17640,14294,366,20641,25040,15584
3344750 	 29099,28435,12220
9394250 	 11196,25372,7105
7143250 	 22366,637
2771250 	 29490,23284,26722,26314,789,19277,480,22319,23475,27670,6247
3644250 	 10584,8637,14580,7868
6003750 	 3390,15584,18843,4949,2257,2033,647,23662,19814,11080,6934,1909,6680
1140750 	 23947,3285,25086
8910750 	 24503
11747250 	 16918
38250 	 11447,20626,2694,14318,11176,28719
5254500 	 25770,28391,11524,20300
11225500 	 21110
11601500 	 28117
6061250 	 14261,679,5670,4949,17117,26655,20721
12377250 	 15138
8628250 	 26288
10401500 	 24929,14048,7868,17959
10818500 	 14261,18196,5185,4618
7715000 	 7868,2457
1561250 	 15766,16603,11465,679,2257,20425,22393,6148,15639,28410,11080,7868,4949,23102,4691,3627,12557,12168,17945,251,13891,14153,3804
4658500 	 12220
6301250 	 22393,25596,7868,29547,16463
4850000 	 1428
2103250 	 1831
2050000 	 4053,12329,27791,21336,14242,14415,24377
10642000 	 8257,7323,7105,2655,8717
4625750 	 17671,9838,1428,3723,18032,15446,25420
1173500 	 5598,15730,23421
2331750 	 4571,7868,1222,22359,9620,8625,21840,13390,10395,8689,24893,28370,2526,22789,4709,18501,1752,2669,18990,13903,21975,28985,14318,24886,6529,10680,15653,23984,28653,5971,1390,23025,21092
2807500 	 18805,29203
1528500 	 414,3627,7059,24929
1661750 	 11080,7611,23793,4775,13592,5429
8216500 	 2257,12394,8313,3755,21979
6807250 	 679,15192,13390,8327
10312750 	 16110,2257,25260,2899,15934,4949,17547,6672,7868
3304500 	 15065,1392
1724250 	 12977,15672,7868
621500 	 16009,3308,20425
6571000 	 12252,1773
6998500 	 3627
848500 	 14261,9838,22393,16406,10151,11196,24977,6467
573000 	 19962
1953250 	 6096,8719,15639,647,10176,12352,26722,2683
9694750 	 10914,14887
3350250 	 19177
7703750 	 7868,14020,8719,11007
8051750 	 8389,13737,13762,20297,21110,20803,3720,12220,14020,12202,21911
5143250 	 21110,17661
5959000 	 6672,251
11874000 	 11679
8033500 	 27955,6348,21094,21110,12220,20996
9807250 	 21885
9842500 	 7868,22319
8243500 	 17945,17455
4133750 	 1831
6849750 	 2655,19796,25372,3937,9829,5848,23556,4938,6290,12220,16821,3228
6957500 	 24576,19615,7552,15874,12606,27955,13793,15534,22751,29547,10847,27458,22961,11363,17451,17191,29044,4887,23025,5074,22330
8799750 	 28410,11080,7868,8327,11396
9163000 	 28184,23278,11565,23094,6294,476,7748
5293250 	 12220
4844000 	 26806,11176,5086,12220
1181250 	 8689,5458,7071,6672,15858,17968,18932
6848750 	 12160,22319
3317500 	 11665,1501,17657,4338,17794,21785,8446,4326,22313,7692,15510,2260,224
12234750 	 6681,4078,25517
3742000 	 4571,20846,6918,18805,4125,7868,24009,21796,22820,8643
5522250 	 25260,4571,21672,2257,8689,6908,28710,10788,4949,11176,12352,12883
563500 	 282,8528,9549,18990,7868,7376,28653,29092,27511,2683,6112,12220,22058,5041,21838,26,9620,12426,5260,21840,14073,3254,20300,28347,5461,15069,1694,3658,20359,19632,8313,5661,14728,23284,17520
5407750 	 26480
2852250 	 14261,14360,27415
5078750 	 21110,9236,14580,6546,10255,679,24015
19500 	 17572,2610,18353,11080
2752000 	 22505,8689,3164,17958
6921750 	 29497,19458,19095
5440750 	 12883
1189000 	 11176,4949,15584,29203,5598
7588000 	 28824,5848
1118250 	 2159,12068,20207,25207,22220,9582,25151
3310750 	 26722,8689,18730,4172,4997,11328
9906500 	 14580,26722,21110,7868,24601,21336,11328
3981750 	 1831,18730,14887,21565,5053,22439
8049000 	 14294,11670,2683,25418,25556,7997,27544,21695,4807,5706,22148,21092,29290
12016750 	 27683,18001,27371,20529,18730,13793,20796,21975,13070,5557
1579250 	 14573
7306250 	 2655,679,17676,24379,2669,21110,7868,2099
